0	207
1	193
2	139
3	202
4	129
5	140
6	462
7	153
8	181
9	179
10	150
11	129
12	302
13	136
14	197
15	180
16	139
17	112
18	155
19	109
20	280
21	161
22	150
23	131
24	143
25	89
26	92
27	128
28	209
29	107
30	121
31	138
32	72
33	134
34	140
35	250
36	88
37	96
38	222
39	86
40	129
41	85
42	94
43	83
44	103
45	149
46	96
47	87
48	81
49	79
50	176
51	149
52	74
53	141
54	95
55	105
56	53
57	145
58	119
59	76
60	99
61	96
62	152
63	129
64	78
65	109
66	56
67	211
68	96
69	133
70	67
71	90
72	62
73	94
74	85
75	75
76	151
77	113
78	112
79	76
80	74
81	92
82	66
83	129
84	47
85	72
86	84
87	84
88	82
89	111
90	176
91	121
92	62
93	42
94	96
95	67
96	131
97	173
98	57
99	102
100	64
101	40
102	72
103	70
104	90
105	85
106	65
107	55
108	63
109	135
110	59
111	82
112	79
113	56
114	114
115	57
116	39
117	85
118	118
119	51
120	81
121	44
122	62
123	75
124	84
125	62
126	60
127	45
128	52
129	78
130	110
131	47
132	47
133	55
134	64
135	73
136	47
137	100
138	36
139	57
140	55
141	47
142	38
143	61
144	49
145	48
146	91
147	58
148	70
149	75
150	45
151	105
152	86
153	58
154	86
155	34
156	49
157	34
158	64
159	52
160	51
161	37
162	49
163	50
164	42
165	41
166	50
167	61
168	49
169	88
170	72
171	48
172	59
173	94
174	66
175	51
176	49
177	60
178	49
179	37
180	33
181	186
182	86
183	42
184	77
185	63
186	52
187	66
188	58
189	50
190	54
191	66
192	57
193	46
194	31
195	62
196	64
197	55
198	53
199	41
200	33
201	34
202	29
203	80
204	69
205	56
206	46
207	33
208	51
209	53
210	92
211	36
212	51
213	62
214	28
215	37
216	36
217	35
218	57
219	33
220	129
221	85
222	70
223	60
224	76
225	47
226	53
227	66
228	34
229	47
230	33
231	43
232	43
233	51
234	40
235	68
236	28
237	53
238	130
239	92
240	55
241	32
242	48
243	45
244	41
245	39
246	40
247	65
248	33
249	51
250	41
251	33
252	63
253	63
254	53
255	47
256	55
257	58
258	58
259	46
260	40
261	47
262	51
263	44
264	65
265	38
266	49
267	44
268	100
269	89
270	39
271	48
272	59
273	56
274	66
275	95
276	43
277	45
278	148
279	45
280	38
281	36
282	42
283	58
284	48
285	66
286	49
287	79
288	46
289	88
290	69
291	63
292	39
293	86
294	52
295	98
296	64
297	64
298	69
299	68
300	68
301	68
302	68
303	57
304	63
305	54
306	93
307	81
308	84
309	66
310	81
311	85
312	67
313	103
314	136
315	62
316	75
317	88
318	140
319	78
320	79
321	78
322	76
323	88
324	73
325	93
326	76
327	67
328	152
329	78
330	111
331	96
332	101
333	109
334	164
335	64
336	111
337	141
338	102
339	104
340	122
341	75
342	97
343	316
344	104
345	89
346	77
347	97
348	151
349	196
350	135
351	99
352	109
353	85
354	110
355	101
356	117
357	107
358	120
359	112
360	134
361	145
362	109
363	143
364	171
365	188
366	138
367	190
368	138
369	115
370	144
371	157
372	156
373	114
374	133
375	167
376	140
377	178
378	142
379	154
380	122
381	191
382	168
383	162
384	153
385	167
386	183
387	151
388	168
389	145
390	178
391	164
392	145
393	173
394	119
395	195
396	234
397	206
398	197
399	281
400	191
401	431
402	143
403	278
404	245
405	225
406	232
407	176
408	304
409	216
410	186
411	149
412	169
413	324
414	191
415	236
416	237
417	404
418	284
419	217
420	332
421	209
422	302
423	232
424	198
425	280
426	381
427	236
428	320
429	368
430	226
431	251
432	349
433	242
434	235
435	354
436	495
437	466
438	366
439	447
440	314
441	626
442	393
443	387
444	563
445	375
446	400
447	316
448	299
449	361
450	344
451	328
452	268
453	293
454	374
455	343
456	350
457	362
458	484
459	317
460	359
461	288
462	449
463	437
464	362
465	315
466	391
467	624
468	411
469	363
470	496
471	408
472	546
473	369
474	477
475	441
476	862
477	382
478	948
479	600
480	587
481	465
482	495
483	797
484	483
485	510
486	742
487	519
488	689
489	447
490	460
491	512
492	562
493	775
494	493
495	564
496	503
497	805
498	522
499	462
500	435
501	447
502	777
503	752
504	704
505	519
506	644
507	622
508	596
509	601
510	902
511	610
512	524
513	772
514	587
515	628
516	682
517	623
518	677
519	843
520	695
521	943
522	655
523	602
524	806
525	942
526	682
527	744
528	847
529	669
530	794
531	875
532	561
533	792
534	897
535	795
536	778
537	1016
538	770
539	692
540	754
541	746
542	624
543	692
544	725
545	840
546	908
547	722
548	1520
549	718
550	663
551	1032
552	738
553	858
554	766
555	945
556	892
557	907
558	704
559	802
560	730
561	900
562	1087
563	885
564	759
565	849
566	1092
567	1129
568	1089
569	920
570	872
571	914
572	1192
573	849
574	811
575	778
576	924
577	747
578	929
579	935
580	1084
581	774
582	841
583	744
584	738
585	1108
586	1092
587	831
588	831
589	1110
590	856
591	770
592	1064
593	776
594	812
595	1023
596	752
597	960
598	1000
599	882
600	919
601	726
602	711
603	770
604	1038
605	885
606	975
607	927
608	1302
609	1197
610	801
611	801
612	938
